LOCATIONID,STATISTICSGROUPCODE,DEPARTMENTCODE,AXBATCHCODE,ZONE,TERRITORY,REGION,DISTRICT,STORE,BUSINESSLINE,BU,BUNAME,BUDTL,COMPANY,COMPANYNAME,STORETYPE,CHAIN,DATAAREAID,,
58846,S021001,S0210,NULL,503,505,505,5442,58846,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58847,S021001,S0210,NULL,503,505,505,5442,58847,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
55926,S051502,S0515,NULL,504,513,513,5834,55926,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55928,S051602,S0516,NULL,504,513,513,5835,55928,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55929,S051801,S0518,NULL,504,510,510,5837,55929,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55930,2021513,20215,NULL,503,508,508,5139,55930,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55931,S052001,S0520,NULL,504,516,516,5840,55931,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55970,S039004,S0390,NULL,504,513,513,5704,55970,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
56047,S043401,S0434,NULL,505,520,521,5747,56047,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
56168,S042101,S0421,NULL,506,524,525,5547,56168,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
58247,1131011,11310,NULL,503,505,505,5051,58247,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58465,8151004,81510,NULL,503,507,507,5129,58465,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58759,1281201,12812,NULL,503,505,505,5407,58759,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58919,1136105,11361,NULL,503,506,506,5094,58919,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58920,1132010,11320,NULL,503,505,505,5053,58920,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58921,1001602,10016,NULL,503,505,505,5043,58921,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58922,1001605,10016,NULL,503,505,505,5043,58922,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
72033,7203301,72003,NULL,781,711,715,7008,72033,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
72034,7203401,72004,NULL,781,711,716,7009,72034,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
72035,7203501,72020,NULL,781,711,713,7079,72035,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
58896,W003601,W0036,NULL,503,505,599,5553,58896,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,DC-OTHER,JPN,8000,,
58897,2030205,20302,NULL,503,506,506,5104,58897,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58898,S004104,S0041,NULL,504,513,513,5482,58898,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
58899,S026601,S0266,NULL,503,505,505,5567,58899,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58900,S026701,S0267,NULL,503,507,507,5568,58900,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58901,2069505,20695,NULL,503,507,507,5271,58901,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58903,1001023,10010,NULL,503,505,505,5039,58903,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
74516,7451601,74150,NULL,783,719,176,7084,74516,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
58859,1181003,11810,NULL,503,505,505,5059,58859,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58904,2021504,20215,NULL,503,508,508,5139,58904,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58953,3001008,12881,NULL,503,502,518,5007,58953,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58954,3001008,12881,NULL,503,502,518,5007,58954,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
56172,S038203,S0382,NULL,506,534,532,5696,56172,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56173,S038103,S0381,NULL,506,541,541,5695,56173,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
56174,S017203,S0172,NULL,506,524,525,5454,56174,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,POP-UP,JPN,8000,,
56175,S049301,S0493,NULL,506,525,526,5811,56175,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,FSS,JPN,8000,,
57009,E000002,E0000,NULL,510,530,591,5473,57009,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57010,E000002,E0000,NULL,510,530,591,5473,57010,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57011,E000002,E0000,NULL,510,530,591,5473,57011,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57012,E000002,E0000,NULL,510,530,591,5473,57012,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57013,E000002,E0000,NULL,510,530,591,5473,57013,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57014,E000003,E0000,NULL,510,530,591,5474,57014,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57015,E000003,E0000,NULL,510,530,591,5474,57015,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
57016,E000003,E0000,NULL,510,530,591,5474,57016,SH,JP RLE,JAPAN E-COMMERCE,RLEJPN,JP RLE,JAPAN E-COMMERCE,ECOM,JPN,8000,,
58905,2030310,20303,NULL,503,505,505,5075,58905,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58975,W004101,W0041,NULL,503,505,599,5716,58975,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,DC-OTHER,JPN,8000,,
58976,2021504,20215,NULL,503,508,508,5139,58976,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58977,2193005,21930,NULL,503,506,506,5118,58977,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58978,2031805,20318,NULL,503,505,505,5076,58978,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58979,2031805,20318,NULL,503,505,505,5076,58979,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
10234,NA,NA,NULL,768,764,743,708,10234,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10235,NA,NA,NULL,767,763,725,703,10235,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10236,NA,NA,NULL,767,763,725,703,10236,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
70006,7000601,70006,NULL,780,710,711,7046,70006,NA,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
70007,7000701,70006,NULL,782,712,718,7047,70007,NA,AP PFS,APAC FACTORY OUTLET,PFSANZ,AP PFS,APAC FACTORY OUTLET,DC-FINANCE,AU,7111,,
70008,7000801,70008,NULL,780,710,711,7062,70008,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
70010,7001001,70010,NULL,780,710,711,7478,70010,NA,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,DC-PP,AU,7111,,
71000,7100001,71000,NULL,780,710,710,7019,71000,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
71002,7100201,71002,NULL,780,710,710,7021,71002,RT,HKG FP,GCSEA FULL PRICE,RLSANZ,AP FP,APAC FULL PRICE,FSS,AU,7111,,
58361,2040406,20404,NULL,503,506,506,5110,58361,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58472,8181006,81810,NULL,503,507,507,5132,58472,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
59994,S017004,S0170,NULL,506,524,596,5422,59994,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,EMPLOYEE SALE,JPN,8000,,
56032,S036302,S0363,NULL,505,520,521,5676,56032,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,POP-UP,JPN,8000,,
50442,W002401,W0024,NULL,505,520,592,5406,50442,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,DC-FINANCE,JPN,8000,,
74187,7418701,74187,NULL,783,719,177,7482,74187,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74188,7418801,74187,NULL,783,719,177,7482,74188,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74189,7418901,74170,NULL,783,719,176,7470,74189,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74190,7419001,74170,NULL,783,719,176,7470,74190,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74014,7401401,74002,NULL,783,719,176,7028,74014,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74057,7405701,74003,NULL,783,719,177,7029,74057,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74511,7451101,74149,NULL,783,719,175,7083,74511,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74512,7451201,74152,NULL,783,719,178,7086,74512,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74513,7451301,74150,NULL,783,719,176,7084,74513,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74515,7451501,74150,NULL,783,719,176,7084,74515,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
58473,8181006,81810,NULL,503,507,507,5132,58473,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58480,8281005,82810,NULL,503,507,507,5135,58480,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
58580,S010501,S0105,NULL,504,513,513,5356,58580,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8088,,
72211,7221101,72211,NULL,781,711,716,7014,72211,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
55956,S053702,S0537,NULL,504,513,513,5859,55956,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55957,S026502,S0265,NULL,504,513,513,5566,55957,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55958,S018503,S0185,NULL,504,515,515,5468,55958,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55959,S018603,S0186,NULL,504,515,515,5469,55959,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55960,S009705,S0097,NULL,504,513,513,5347,55960,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55961,S019802,S0198,NULL,504,513,513,5495,55961,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55962,S019803,S0198,NULL,504,513,513,5495,55962,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55963,S022005,S0220,NULL,504,513,513,5514,55963,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55964,S022105,S0221,NULL,504,514,514,5515,55964,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55965,S025603,S0256,NULL,504,515,515,5557,55965,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
72110,7211001,72110,NULL,781,711,714,7118,72110,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
74031,7403101,74005,NULL,783,719,179,7031,74031,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74196,7419601,74170,NULL,783,719,176,7470,74196,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74197,7419701,74170,NULL,783,719,176,7470,74197,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
HA06 (100),NA,NA,100,769,769,159,799,99984,NA,AP PFS,APAC FACTORY OUTLET,HKODC,AP PFS,APAC FACTORY OUTLET,DC-OTHER,APAC,7088,,
HA06 (200),NA,NA,200,769,769,159,799,99985,NA,AP PFS,APAC FACTORY OUTLET,HKODC,AP PFS,APAC FACTORY OUTLET,DC-OTHER,APAC,7088,,
HA07 (100),NA,NA,100,720,720,720,798,99986,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
HA07 (200),NA,NA,200,720,720,720,798,99987,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
72118,7211801,72118,NULL,781,711,715,7129,72118,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72119,7211901,72119,NULL,781,711,712,7130,72119,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72120,7212001,72120,NULL,781,711,713,7142,72120,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72121,7212101,72121,NULL,781,711,713,7143,72121,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72122,7212201,72122,NULL,781,711,713,7144,72122,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72123,7212301,72123,NULL,781,711,714,7011,72123,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72124,7212401,72124,NULL,781,711,713,7423,72124,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72125,7212501,72125,NULL,781,711,713,7109,72125,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
56153,S038202,S0382,NULL,506,534,532,5696,56153,RT,AP PFS,APAC FACTORY OUTLET,PFSJPN,AP PFS,APAC FACTORY OUTLET,POP-UP,JPN,8000,,
58021,7070504,70705,NULL,504,511,511,5166,58021,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
58385,2062504,20625,NULL,503,506,506,5115,58385,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58695,2022508,20225,NULL,503,505,505,5073,58695,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58799,2030306,20303,NULL,503,505,505,5075,58799,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58890,2031804,20318,NULL,503,505,505,5076,58890,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58906,1191105,11911,NULL,503,505,505,5434,58906,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
58974,2021507,20215,NULL,503,508,508,5139,58974,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OUTPOST,JPN,8000,,
59048,1131011,11310,NULL,503,505,505,5051,59048,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
72053,7205301,72053,NULL,781,711,714,7006,72053,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,SIS,AU,7111,,
74015,7401501,74002,NULL,783,719,176,7028,74015,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
HN19 (200),NA,NA,200,769,769,159,799,99893,NA,AP PFS,APAC FACTORY OUTLET,HKODC,AP PFS,APAC FACTORY OUTLET,DC-OTHER,APAC,7088,,
10160,NA,NA,NULL,767,763,725,703,10160,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10229,NA,NA,NULL,766,766,721,740,10229,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,CN,7105,,
7797,779701,7797,NULL,755,754,709,216,7797,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7798,779801,7798,NULL,755,754,709,216,7798,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7799,779901,7799,NULL,755,754,717,217,7799,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7886,788601,NA,NULL,750,750,790,790,7886,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-OTHER,APAC,7088,,
7888,788801,NA,NULL,755,754,794,794,7888,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,DC-PP,CN,7105,,
7889,788901,NA,NULL,750,750,790,790,7889,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,HK,7100,,
7890,789001,NA,NULL,760,760,748,748,7890,NA,AP PFS,APAC FACTORY OUTLET,PFSHMT,AP PFS,APAC FACTORY OUTLET,DC-PP,APAC,7088,,
7954,795401,NA,NULL,755,754,794,794,7954,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,DC-PP,CN,7105,,
7548,754801,7548,NULL,755,754,707,214,7548,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7549,754901,7549,NULL,750,752,768,776,7549,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7550,755001,7550,NULL,755,754,781,781,7550,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,POP-UP,CN,7105,,
7551,755101,7551,NULL,750,752,7425,7442,7551,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7552,755201,7552,NULL,750,752,771,176,7552,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7553,755301,7553,NULL,750,752,768,776,7553,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7554,755401,7554,NULL,750,752,774,179,7554,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7555,755501,7555,NULL,755,754,7413,7416,7555,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
99948,NA,NA,NULL,768,764,724,709,7392,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),APAC,7088,,
99948,9994801,NA,NULL,504,537,536,5425,59974,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),JPN,8000,,
7103,710301,7103,NULL,754,774,754,768,7103,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
10274,NA,NA,NULL,768,768,722,704,10274,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
79972,NA,NA,NULL,720,720,720,798,79972,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off -,SG,7103,,
7508,750801,7508,NULL,755,754,7435,7477,7508,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7498,749801,7498,NULL,750,752,704,732,7498,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7501,750101,7501,NULL,750,752,774,179,7501,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
55635,2062508,20625,NULL,504,514,514,5230,55635,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
52040,2021204,20212,NULL,503,506,506,5102,52040,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55266,7070308,70703,NULL,504,511,511,5165,55266,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7509,750901,7509,NULL,750,752,7425,7442,7509,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7740,774001,7740,NULL,754,774,754,754,7740,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7742,774201,7742,NULL,757,753,763,763,7742,NA,HKG FP,GCSEA FULL PRICE,RLCSEA,AP FP,APAC FULL PRICE,POP-UP,SG,7103,,
7744,774401,7744,NULL,750,750,790,197,7744,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-OTHER,HK,7100,,
7748,774801,7748,NULL,750,750,758,159,7748,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,HK,7100,,
7752,775201,7752,NULL,750,752,774,179,7752,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
74700,7470001,74700,NULL,783,719,165,7089,74700,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
79201,7920101,74010,NULL,783,730,185,7036,79201,NA,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,NZ,7110,,
10277,NA,NA,NULL,767,765,703,211,10277,NA,AP RLW,APAC WHOLESALE,RLWSEA,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
55267,2022609,20226,NULL,504,513,513,5207,55267,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55268,8011013,80110,NULL,504,515,515,5236,55268,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55269,S021701,S0217,NULL,504,513,513,5510,55269,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
